DATAFLOW,LAST UPDATE,freq,unit,citizen,sex,age,decision,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CA,T,Y_GE65,TOTAL_POS,FR,2017,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CA,T,Y_GE65,TOTAL_POS,FR,2018,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CA,T,Y_GE65,TOTAL_POS,FR,2019,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CA,T,Y_LT18,REJECTED,FR,2015,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CA,T,Y_LT18,REJECTED,FR,2016,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CA,T,Y_LT18,REJECTED,FR,2017,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CA,T,Y_LT18,REJECTED,FR,2018,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CA,T,Y_LT18,REJECTED,FR,2019,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CA,T,Y_LT18,TOTAL_POS,FR,2015,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CA,T,Y_LT18,TOTAL_POS,FR,2016,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CA,T,Y_LT18,TOTAL_POS,FR,2017,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CA,T,Y_LT18,TOTAL_POS,FR,2018,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CA,T,Y_LT18,TOTAL_POS,FR,2019,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,TOTAL,REJECTED,FR,2015,5155,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,TOTAL,REJECTED,FR,2016,3405,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,TOTAL,REJECTED,FR,2017,3725,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,TOTAL,REJECTED,FR,2018,3485,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,TOTAL,REJECTED,FR,2019,2680,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,TOTAL,TOTAL_POS,FR,2015,1190,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,TOTAL,TOTAL_POS,FR,2016,1295,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,TOTAL,TOTAL_POS,FR,2017,1255,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,TOTAL,TOTAL_POS,FR,2018,1735,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,TOTAL,TOTAL_POS,FR,2019,1405,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y18-34,REJECTED,FR,2015,2535,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y18-34,REJECTED,FR,2016,1735,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y18-34,REJECTED,FR,2017,1785,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y18-34,REJECTED,FR,2018,1675,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y18-34,REJECTED,FR,2019,1290,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y18-34,TOTAL_POS,FR,2015,325,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y18-34,TOTAL_POS,FR,2016,315,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y18-34,TOTAL_POS,FR,2017,345,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y18-34,TOTAL_POS,FR,2018,380,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y18-34,TOTAL_POS,FR,2019,315,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y35-64,REJECTED,FR,2015,1695,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y35-64,REJECTED,FR,2016,1020,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y35-64,REJECTED,FR,2017,1145,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y35-64,REJECTED,FR,2018,1035,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y35-64,REJECTED,FR,2019,850,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y35-64,TOTAL_POS,FR,2015,195,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y35-64,TOTAL_POS,FR,2016,165,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y35-64,TOTAL_POS,FR,2017,190,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y35-64,TOTAL_POS,FR,2018,180,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y35-64,TOTAL_POS,FR,2019,155,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_GE65,REJECTED,FR,2015,15,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_GE65,REJECTED,FR,2016,25,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_GE65,REJECTED,FR,2017,40,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_GE65,REJECTED,FR,2018,45,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_GE65,REJECTED,FR,2019,5,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_GE65,TOTAL_POS,FR,2015,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_GE65,TOTAL_POS,FR,2016,5,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_GE65,TOTAL_POS,FR,2017,5,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_GE65,TOTAL_POS,FR,2018,5,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_GE65,TOTAL_POS,FR,2019,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_LT18,REJECTED,FR,2015,905,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_LT18,REJECTED,FR,2016,625,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_LT18,REJECTED,FR,2017,755,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_LT18,REJECTED,FR,2018,730,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_LT18,REJECTED,FR,2019,535,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_LT18,TOTAL_POS,FR,2015,670,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_LT18,TOTAL_POS,FR,2016,810,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_LT18,TOTAL_POS,FR,2017,720,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_LT18,TOTAL_POS,FR,2018,1170,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CD,T,Y_LT18,TOTAL_POS,FR,2019,930,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,TOTAL,REJECTED,FR,2015,85,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,TOTAL,REJECTED,FR,2016,525,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,TOTAL,REJECTED,FR,2017,430,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,TOTAL,REJECTED,FR,2018,255,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,TOTAL,REJECTED,FR,2019,230,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,TOTAL,TOTAL_POS,FR,2015,690,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,TOTAL,TOTAL_POS,FR,2016,850,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,TOTAL,TOTAL_POS,FR,2017,405,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,TOTAL,TOTAL_POS,FR,2018,360,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,TOTAL,TOTAL_POS,FR,2019,310,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y18-34,REJECTED,FR,2015,45,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y18-34,REJECTED,FR,2016,340,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y18-34,REJECTED,FR,2017,235,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y18-34,REJECTED,FR,2018,175,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y18-34,REJECTED,FR,2019,125,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y18-34,TOTAL_POS,FR,2015,305,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y18-34,TOTAL_POS,FR,2016,390,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y18-34,TOTAL_POS,FR,2017,175,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y18-34,TOTAL_POS,FR,2018,130,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y18-34,TOTAL_POS,FR,2019,90,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y35-64,REJECTED,FR,2015,30,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y35-64,REJECTED,FR,2016,135,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y35-64,REJECTED,FR,2017,145,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y35-64,REJECTED,FR,2018,60,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y35-64,REJECTED,FR,2019,75,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y35-64,TOTAL_POS,FR,2015,240,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y35-64,TOTAL_POS,FR,2016,250,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y35-64,TOTAL_POS,FR,2017,95,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y35-64,TOTAL_POS,FR,2018,60,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y35-64,TOTAL_POS,FR,2019,55,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_GE65,REJECTED,FR,2015,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_GE65,REJECTED,FR,2016,5,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_GE65,REJECTED,FR,2017,10,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_GE65,REJECTED,FR,2018,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_GE65,REJECTED,FR,2019,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_GE65,TOTAL_POS,FR,2015,10,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_GE65,TOTAL_POS,FR,2016,40,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_GE65,TOTAL_POS,FR,2017,25,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_GE65,TOTAL_POS,FR,2018,10,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_GE65,TOTAL_POS,FR,2019,5,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_LT18,REJECTED,FR,2015,10,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_LT18,REJECTED,FR,2016,40,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_LT18,REJECTED,FR,2017,35,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_LT18,REJECTED,FR,2018,20,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_LT18,REJECTED,FR,2019,30,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_LT18,TOTAL_POS,FR,2015,130,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_LT18,TOTAL_POS,FR,2016,170,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_LT18,TOTAL_POS,FR,2017,105,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_LT18,TOTAL_POS,FR,2018,165,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CF,T,Y_LT18,TOTAL_POS,FR,2019,160,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,TOTAL,REJECTED,FR,2015,810,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,TOTAL,REJECTED,FR,2016,405,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,TOTAL,REJECTED,FR,2017,965,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,TOTAL,REJECTED,FR,2018,1045,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,TOTAL,REJECTED,FR,2019,575,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,TOTAL,TOTAL_POS,FR,2015,120,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,TOTAL,TOTAL_POS,FR,2016,130,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,TOTAL,TOTAL_POS,FR,2017,195,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,TOTAL,TOTAL_POS,FR,2018,280,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,TOTAL,TOTAL_POS,FR,2019,180,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y18-34,REJECTED,FR,2015,460,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y18-34,REJECTED,FR,2016,195,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y18-34,REJECTED,FR,2017,495,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y18-34,REJECTED,FR,2018,500,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y18-34,REJECTED,FR,2019,240,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y18-34,TOTAL_POS,FR,2015,35,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y18-34,TOTAL_POS,FR,2016,35,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y18-34,TOTAL_POS,FR,2017,60,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y18-34,TOTAL_POS,FR,2018,75,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y18-34,TOTAL_POS,FR,2019,35,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y35-64,REJECTED,FR,2015,295,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y35-64,REJECTED,FR,2016,155,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y35-64,REJECTED,FR,2017,345,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y35-64,REJECTED,FR,2018,420,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y35-64,REJECTED,FR,2019,255,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y35-64,TOTAL_POS,FR,2015,15,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y35-64,TOTAL_POS,FR,2016,20,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y35-64,TOTAL_POS,FR,2017,55,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y35-64,TOTAL_POS,FR,2018,55,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y35-64,TOTAL_POS,FR,2019,35,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_GE65,REJECTED,FR,2015,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_GE65,REJECTED,FR,2016,5,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_GE65,REJECTED,FR,2017,10,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_GE65,REJECTED,FR,2018,10,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_GE65,REJECTED,FR,2019,5,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_GE65,TOTAL_POS,FR,2015,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_GE65,TOTAL_POS,FR,2016,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_GE65,TOTAL_POS,FR,2017,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_GE65,TOTAL_POS,FR,2018,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_GE65,TOTAL_POS,FR,2019,5,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_LT18,REJECTED,FR,2015,50,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_LT18,REJECTED,FR,2016,50,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_LT18,REJECTED,FR,2017,110,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_LT18,REJECTED,FR,2018,115,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_LT18,REJECTED,FR,2019,75,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_LT18,TOTAL_POS,FR,2015,70,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_LT18,TOTAL_POS,FR,2016,70,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_LT18,TOTAL_POS,FR,2017,75,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_LT18,TOTAL_POS,FR,2018,150,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CG,T,Y_LT18,TOTAL_POS,FR,2019,110,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,TOTAL,REJECTED,FR,2015,970,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,TOTAL,REJECTED,FR,2016,1125,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,TOTAL,REJECTED,FR,2017,2175,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,TOTAL,REJECTED,FR,2018,4170,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,TOTAL,REJECTED,FR,2019,3230,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,TOTAL,TOTAL_POS,FR,2015,235,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,TOTAL,TOTAL_POS,FR,2016,290,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,TOTAL,TOTAL_POS,FR,2017,450,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,TOTAL,TOTAL_POS,FR,2018,975,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,TOTAL,TOTAL_POS,FR,2019,975,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y18-34,REJECTED,FR,2015,520,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y18-34,REJECTED,FR,2016,620,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y18-34,REJECTED,FR,2017,1280,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y18-34,REJECTED,FR,2018,2380,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y18-34,REJECTED,FR,2019,1915,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y18-34,TOTAL_POS,FR,2015,75,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y18-34,TOTAL_POS,FR,2016,85,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y18-34,TOTAL_POS,FR,2017,115,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y18-34,TOTAL_POS,FR,2018,265,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y18-34,TOTAL_POS,FR,2019,250,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y35-64,REJECTED,FR,2015,320,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y35-64,REJECTED,FR,2016,370,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y35-64,REJECTED,FR,2017,630,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y35-64,REJECTED,FR,2018,1125,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y35-64,REJECTED,FR,2019,800,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y35-64,TOTAL_POS,FR,2015,40,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y35-64,TOTAL_POS,FR,2016,50,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y35-64,TOTAL_POS,FR,2017,45,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y35-64,TOTAL_POS,FR,2018,80,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y35-64,TOTAL_POS,FR,2019,95,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y_GE65,REJECTED,FR,2015,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y_GE65,REJECTED,FR,2016,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y_GE65,REJECTED,FR,2017,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y_GE65,REJECTED,FR,2018,0,
ESTAT:MIGR_ASYDCFSTA(1.0),03/06/21 11:00:00,A,PER,CI,T,Y_GE65,REJECTED,FR,2019,0,
